'Elapsed time','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'0:03.425',-66.401,4.700,2.600,-0.900,-6.600,0.500
'0:03.426',-66.601,4.200,1.900,-2.300,-6.900,0.500
'0:03.427',-65.501,3.500,0.900,-3.800,-7.400,0.500
'0:03.428',-64.201,2.500,-0.400,-5.000,-8.100,0.500
'0:03.429',-63.801,1.500,-1.900,-5.500,-8.600,0.500
'0:03.430',-65.001,0.500,-3.000,-5.400,-8.800,0.500
'0:03.431',-67.301,-0.100,-3.500,-4.600,-8.700,0.500
'0:03.432',-69.601,-0.300,-3.300,-3.800,-8.300,0.500
'0:03.433',-70.501,-0.200,-2.400,-3.100,-7.700,0.500
'0:03.434',-69.801,0.200,-1.200,-2.800,-6.900,0.500
'0:03.435',-67.601,0.500,0.100,-2.400,-5.800,0.500
'0:03.436',-64.801,1.000,1.500,-1.800,-4.500,0.500
'0:03.437',-61.501,1.600,3.100,-0.700,-2.900,0.500
'0:03.438',-57.601,2.500,4.900,0.700,-1.600,0.500
'0:03.439',-52.701,3.500,6.800,2.100,-0.500,0.500
'0:03.440',-46.701,4.500,8.400,3.000,0.200,0.500
'0:03.441',-40.201,5.300,9.400,3.700,1.200,0.500
'0:03.442',-33.901,5.900,10.200,4.800,3.200,0.500
'0:03.443',-27.800,6.800,11.400,7.000,6.900,0.500
'0:03.444',-21.300,8.700,14.000,10.800,12.300,0.500
'0:03.445',-13.100,11.800,18.100,15.600,18.500,0.500
'0:03.446',-2.600,15.800,23.000,20.100,24.100,0.500
'0:03.447',9.400,19.700,27.500,23.000,27.700,0.500
'0:03.448',20.500,22.300,30.100,23.300,28.500,0.500
'0:03.449',27.500,22.700,30.300,21.500,26.900,0.500
'0:03.450',28.000,21.200,28.400,18.600,23.600,0.500
'0:03.451',21.700,18.500,25.300,15.800,19.700,0.500
'0:03.452',10.200,15.800,22.200,13.700,15.500,0.500
'0:03.453',-3.500,13.700,19.500,11.800,10.900,0.500
'0:03.454',-17.000,12.000,16.600,9.400,5.500,0.500
'0:03.455',-28.900,10.300,13.000,5.700,-0.800,0.500
'0:03.456',-39.601,8.000,8.500,1.100,-7.400,0.500
'0:03.457',-50.301,4.900,3.400,-3.500,-13.200,0.500
'0:03.458',-61.801,1.700,-1.100,-6.800,-17.400,0.500
'0:03.459',-74.101,-0.700,-4.000,-8.000,-19.600,0.500
'0:03.460',-86.101,-1.700,-4.600,-7.300,-20.000,0.500
'0:03.461',-96.501,-1.400,-3.500,-5.500,-19.500,0.500
'0:03.462',-104.202,-0.300,-1.800,-3.900,-18.700,0.500
'0:03.463',-109.102,0.800,-0.400,-3.100,-18.000,0.500
'0:03.464',-111.502,1.500,0.200,-3.100,-17.000,0.500
'0:03.465',-111.902,1.700,0.000,-3.300,-15.700,0.500
'0:03.466',-110.702,1.800,-0.300,-3.200,-13.800,0.500
'0:03.467',-108.002,2.100,-0.100,-2.700,-11.600,0.500
'0:03.468',-103.802,2.600,0.900,-1.900,-9.600,0.500
'0:03.469',-98.301,3.100,2.400,-1.400,-8.100,0.500
'0:03.470',-91.901,3.400,3.700,-1.400,-7.300,0.500
'0:03.471',-85.001,3.300,4.400,-1.700,-7.000,0.500
'0:03.472',-78.001,3.000,4.400,-2.100,-7.400,0.500
'0:03.473',-71.501,2.800,3.700,-2.300,-8.200,0.500
'0:03.474',-66.001,3.100,2.800,-2.300,-9.200,0.500
'0:03.475',-61.801,3.800,1.900,-2.000,-10.300,0.500
'0:03.476',-59.501,4.700,1.400,-1.700,-10.900,0.500
'0:03.477',-59.101,5.400,1.300,-1.600,-10.700,0.500
'0:03.478',-60.501,5.800,1.500,-1.500,-9.600,0.500
'0:03.479',-62.801,5.700,1.900,-1.300,-7.700,0.500
'0:03.480',-65.101,5.300,2.300,-0.900,-5.600,0.500
'0:03.481',-66.801,4.800,2.800,-0.400,-4.100,0.500
'0:03.482',-67.601,4.500,3.200,0.100,-3.500,0.500
'0:03.483',-67.501,4.200,3.500,0.300,-3.700,0.500
'0:03.484',-66.701,4.100,3.700,0.000,-4.500,0.500
'0:03.485',-65.301,4.000,3.600,-0.700,-5.400,0.500
'0:03.486',-63.701,4.000,3.300,-1.600,-6.000,0.500
'0:03.487',-62.001,4.000,2.700,-2.700,-6.400,0.500
'0:03.488',-60.501,3.900,2.000,-3.600,-6.700,0.500
'0:03.489',-59.701,3.800,1.400,-4.200,-7.000,0.500
'0:03.490',-59.501,3.500,1.000,-4.600,-7.400,0.500
'0:03.491',-59.701,3.200,0.900,-4.800,-7.500,0.500
'0:03.492',-59.901,3.100,1.000,-4.700,-7.300,0.500
'0:03.493',-60.001,3.100,0.900,-4.400,-6.700,0.500
'0:03.494',-60.101,3.400,0.700,-3.900,-5.800,0.500
'0:03.495',-60.301,3.800,0.100,-3.200,-5.100,0.500
'0:03.496',-61.201,4.300,-0.600,-2.100,-4.700,0.500
'0:03.497',-62.501,4.800,-1.100,-0.800,-4.700,0.500
'0:03.498',-63.901,5.300,-1.300,0.500,-4.800,0.500
'0:03.499',-65.001,5.800,-1.000,1.600,-4.800,0.500
'0:03.500',-65.501,6.500,-0.300,2.300,-4.600,0.500
'0:03.501',-65.601,7.200,0.300,2.400,-4.300,0.500
'0:03.502',-65.701,7.600,0.500,2.000,-4.300,0.500
'0:03.503',-66.001,7.400,0.200,1.200,-4.700,0.500
'0:03.504',-66.701,6.600,-0.500,0.300,-5.600,0.500
'0:03.505',-67.401,5.400,-1.200,-0.400,-6.700,0.500
'0:03.506',-67.701,4.100,-1.500,-0.600,-7.600,0.500
'0:03.507',-67.301,3.400,-1.100,-0.600,-8.000,0.500
'0:03.508',-66.101,3.300,-0.100,-0.500,-7.900,0.500
'0:03.509',-64.401,3.900,1.100,-0.600,-7.700,0.500
'0:03.510',-62.501,4.600,1.900,-0.800,-7.600,0.500
'0:03.511',-61.001,5.100,2.100,-1.000,-7.900,0.500
'0:03.512',-60.101,5.000,1.400,-1.000,-8.500,0.500
'0:03.513',-60.301,4.400,0.200,-0.700,-8.900,0.500
'0:03.514',-61.301,3.700,-0.900,-0.300,-9.000,0.500
'0:03.515',-62.701,3.300,-1.600,0.100,-8.500,0.500
'0:03.516',-64.101,3.400,-1.600,0.300,-7.600,0.500
'0:03.517',-64.701,4.100,-1.100,0.100,-6.700,0.500
'0:03.518',-64.301,5.000,-0.400,-0.400,-6.200,0.500
'0:03.519',-63.101,5.700,0.000,-0.800,-6.500,0.500
'0:03.520',-61.701,6.100,0.100,-1.000,-7.200,0.500
'0:03.521',-60.801,6.100,-0.100,-0.900,-8.100,0.500
'0:03.522',-61.101,5.900,-0.300,-0.500,-8.700,0.500
'0:03.523',-62.701,5.900,0.000,-0.100,-8.800,0.500
'0:03.524',-65.201,6.100,0.700,0.100,-8.300,0.500
'0:03.525',-68.001,6.400,1.800,0.000,-7.500,0.500
'0:03.526',-70.201,6.600,3.000,-0.300,-6.800,0.500
'0:03.527',-71.201,6.500,4.000,-0.600,-6.400,0.500
'0:03.528',-71.101,6.100,4.700,-0.800,-6.300,0.500
'0:03.529',-70.201,5.700,5.200,-0.800,-6.400,0.500
'0:03.530',-68.901,5.400,5.400,-0.600,-6.500,0.500
'0:03.531',-67.801,5.400,5.500,-0.500,-6.500,0.500
'0:03.532',-67.301,5.600,5.500,-0.400,-6.400,0.500
'0:03.533',-67.201,5.700,5.600,-0.500,-6.500,0.500
'0:03.534',-67.601,5.500,5.700,-0.600,-6.700,0.500
'0:03.535',-68.001,5.200,5.800,-0.400,-6.900,0.500
'0:03.536',-68.401,4.800,6.000,0.100,-6.900,0.500
'0:03.537',-68.801,4.800,6.100,0.900,-6.500,0.500
'0:03.538',-69.101,5.500,5.800,1.600,-5.800,0.500
'0:03.539',-69.401,6.700,5.100,1.900,-4.800,0.500
'0:03.540',-69.901,8.100,4.300,1.600,-3.900,0.500
'0:03.541',-70.501,9.400,3.700,1.100,-3.500,0.500
'0:03.542',-71.401,10.100,3.500,0.800,-3.500,0.500
'0:03.543',-72.601,10.200,4.000,0.900,-4.000,0.500
'0:03.544',-73.701,10.000,4.900,1.800,-4.500,0.500
'0:03.545',-74.401,10.000,6.100,3.400,-4.600,0.500
'0:03.546',-73.801,10.700,7.400,5.300,-4.100,0.500
'0:03.547',-71.601,12.400,8.900,7.200,-2.900,0.500
'0:03.548',-67.901,15.100,10.700,9.000,-1.100,0.500
'0:03.549',-63.801,18.300,12.900,10.600,1.000,0.500
'0:03.550',-60.901,21.300,15.300,11.900,2.900,0.500
'0:03.551',-60.501,23.500,17.400,13.000,4.200,0.500
'0:03.552',-62.901,24.500,19.000,13.700,4.800,0.500
'0:03.553',-66.901,24.500,19.700,14.200,5.000,0.500
'0:03.554',-70.601,23.800,20.000,14.800,5.200,0.500
'0:03.555',-72.401,22.900,20.200,15.900,6.100,0.500
'0:03.556',-72.001,22.300,20.800,17.500,7.900,0.500
'0:03.557',-70.401,21.900,21.900,19.800,10.500,0.500
'0:03.558',-69.701,21.400,23.600,22.100,13.400,0.500
'0:03.559',-70.901,20.400,25.100,24.000,16.200,0.500
'0:03.560',-73.801,18.600,26.000,25.000,18.500,0.500
'0:03.561',-76.701,15.800,26.100,25.000,20.300,0.500
'0:03.562',-77.801,12.200,25.100,24.300,21.900,0.500
'0:03.563',-76.201,8.100,23.400,23.300,23.700,0.500
'0:03.564',-72.901,3.800,21.300,22.700,25.900,0.500
'0:03.565',-70.201,-0.700,19.100,22.500,28.600,0.500
'0:03.566',-70.101,-5.100,17.000,22.700,31.300,0.500
'0:03.567',-72.901,-9.600,15.200,22.900,33.701,0.500
'0:03.568',-77.101,-14.100,13.700,22.600,35.801,0.500
'0:03.569',-80.701,-18.600,12.400,21.800,37.301,0.500
'0:03.570',-81.801,-22.900,11.400,20.300,38.401,0.500
'0:03.571',-80.401,-27.000,10.500,18.300,39.101,0.500
'0:03.572',-78.101,-30.800,9.500,15.800,39.401,0.500
'0:03.573',-76.601,-34.401,8.400,13.100,39.101,0.500
'0:03.574',-76.901,-38.101,6.900,10.300,38.201,0.500
'0:03.575',-78.301,-41.701,5.200,7.500,36.801,0.500
'0:03.576',-79.501,-45.301,3.200,4.800,34.801,0.500
'0:03.577',-79.501,-48.601,1.100,2.400,32.700,0.500
'0:03.578',-78.301,-51.501,-1.000,0.300,30.600,0.500
'0:03.579',-77.301,-53.801,-3.000,-1.300,28.600,0.500
'0:03.580',-77.501,-55.401,-4.800,-2.200,27.000,0.500
'0:03.581',-79.101,-56.501,-6.500,-2.400,25.500,0.500
'0:03.582',-81.101,-56.801,-8.100,-1.900,23.800,0.500
'0:03.583',-81.801,-56.301,-9.500,-1.200,21.600,0.500
'0:03.584',-80.101,-55.001,-10.700,-0.800,18.500,0.500
'0:03.585',-76.501,-52.701,-11.900,-1.400,14.500,0.500
'0:03.586',-72.801,-49.801,-12.900,-3.200,9.600,0.500
'0:03.587',-70.901,-46.301,-13.600,-6.200,4.300,0.500
'0:03.588',-71.701,-42.501,-14.100,-9.800,-1.300,0.500
'0:03.589',-74.201,-38.301,-14.300,-13.400,-6.900,0.500
'0:03.590',-76.801,-33.801,-14.300,-16.400,-12.300,0.500
'0:03.591',-77.901,-28.700,-14.000,-18.500,-17.600,0.500
'0:03.592',-76.901,-23.300,-13.800,-19.900,-22.600,0.500
'0:03.593',-74.701,-18.200,-13.900,-21.000,-26.900,0.500
'0:03.594',-72.701,-14.000,-14.200,-22.000,-30.200,0.500
'0:03.595',-71.801,-11.300,-14.500,-23.100,-32.400,0.500
'0:03.596',-72.301,-10.000,-14.600,-23.900,-33.401,0.500
'0:03.597',-73.301,-9.600,-13.900,-24.100,-33.401,0.500
'0:03.598',-73.901,-9.300,-12.500,-23.400,-32.600,0.500
'0:03.599',-73.201,-8.400,-10.400,-22.100,-31.300,0.500
'0:03.600',-71.301,-6.900,-8.100,-20.700,-29.900,0.500
'0:03.601',-68.801,-5.100,-6.200,-19.700,-28.800,0.500
'0:03.602',-66.801,-3.500,-5.200,-19.500,-28.200,0.500
'0:03.603',-66.301,-2.600,-5.000,-20.000,-27.900,0.500
'0:03.604',-67.801,-2.500,-5.400,-20.600,-27.800,0.500
'0:03.605',-71.101,-2.700,-5.900,-20.800,-27.500,0.500
'0:03.606',-75.101,-2.800,-6.200,-20.300,-26.900,0.500
'0:03.607',-78.101,-2.700,-6.200,-19.300,-26.000,0.500
'0:03.608',-78.901,-2.200,-6.000,-17.900,-24.800,0.500
'0:03.609',-77.401,-1.800,-5.700,-16.700,-23.600,0.500
'0:03.610',-74.401,-1.600,-5.300,-15.700,-22.500,0.500
'0:03.611',-71.201,-1.700,-4.600,-14.900,-21.400,0.500
'0:03.612',-69.201,-1.800,-3.500,-14.200,-20.100,0.500
'0:03.613',-68.801,-1.800,-2.100,-13.300,-18.700,0.500
'0:03.614',-69.301,-1.400,-0.700,-12.300,-17.200,0.500
'0:03.615',-69.801,-0.700,0.500,-11.200,-15.600,0.500
'0:03.616',-69.601,0.200,1.200,-10.000,-14.100,0.500
'0:03.617',-69.201,1.100,1.600,-8.900,-12.700,0.500
'0:03.618',-69.401,1.800,1.900,-7.700,-11.100,0.500
'0:03.619',-71.101,2.200,2.200,-6.600,-9.200,0.500
'0:03.620',-74.201,2.200,2.600,-5.500,-7.200,0.500
'0:03.621',-77.801,2.100,3.200,-4.400,-5.300,0.500
'0:03.622',-80.501,2.000,3.800,-3.400,-3.700,0.500
'0:03.623',-81.101,2.100,4.500,-2.500,-2.700,0.500
'0:03.624',-79.901,2.500,5.400,-1.700,-2.100,0.500
'0:03.625',-77.901,3.100,6.400,-1.000,-1.700,0.500
'0:03.626',-76.301,3.700,7.500,-0.600,-1.200,0.500
'0:03.627',-76.101,4.300,8.500,-0.400,-0.500,0.500
'0:03.628',-76.901,4.600,9.000,-0.400,0.400,0.500
'0:03.629',-78.001,4.600,9.000,-0.200,1.000,0.500
'0:03.630',-78.601,4.700,8.600,0.200,1.300,0.500
'0:03.631',-78.501,4.900,8.000,0.900,1.000,0.500
'0:03.632',-78.101,5.400,7.600,1.500,0.400,0.500
'0:03.633',-78.001,5.900,7.700,2.100,-0.300,0.500
'0:03.634',-78.501,6.300,8.300,2.300,-0.800,0.500
'0:03.635',-79.401,6.100,9.000,2.400,-1.000,0.500
'0:03.636',-80.201,5.600,9.500,2.400,-0.900,0.500
'0:03.637',-80.301,4.900,9.300,2.600,-0.700,0.500
'0:03.638',-79.701,4.400,8.500,2.900,-0.400,0.500
'0:03.639',-78.901,4.400,7.400,3.300,-0.100,0.500
'0:03.640',-78.201,5.000,6.400,3.800,0.200,0.500
'0:03.641',-78.001,5.900,6.000,4.200,0.500,0.500
'0:03.642',-78.401,6.700,6.400,4.600,0.900,0.500
'0:03.643',-79.301,7.300,7.200,4.700,1.200,0.500
'0:03.644',-80.301,7.300,7.900,4.600,1.500,0.500
'0:03.645',-81.201,6.900,8.200,4.200,1.800,0.500
'0:03.646',-81.801,6.300,8.100,3.600,2.100,0.500
'0:03.647',-81.701,6.000,7.900,2.900,2.400,0.500
'0:03.648',-81.001,5.900,7.800,2.300,2.400,0.500
'0:03.649',-79.901,6.200,8.000,1.900,2.100,0.500
'0:03.650',-79.001,6.600,8.400,1.700,1.500,0.500
'0:03.651',-78.901,6.700,8.600,1.600,0.900,0.500
'0:03.652',-79.801,6.500,8.500,1.600,0.800,0.500
'0:03.653',-81.301,6.000,8.100,1.700,1.300,0.500
'0:03.654',-82.701,5.300,7.700,2.200,2.100,0.500
'0:03.655',-83.301,4.700,7.500,2.700,2.800,0.500
'0:03.656',-82.801,4.400,7.600,3.100,3.000,0.500
'0:03.657',-81.501,4.300,8.100,3.100,2.500,0.500
'0:03.658',-80.101,4.400,8.800,2.800,1.900,0.500
'0:03.659',-79.201,4.700,9.700,2.400,1.400,0.500
'0:03.660',-78.801,5.100,10.700,2.200,1.400,0.500
'0:03.661',-79.101,5.600,11.400,2.500,1.600,0.500
'0:03.662',-79.701,5.800,11.600,3.200,1.700,0.500
'0:03.663',-80.601,5.600,10.700,4.000,1.400,0.500
'0:03.664',-81.601,4.900,8.800,4.500,0.700,0.500
'0:03.665',-82.201,3.800,6.300,4.400,0.000,0.500
'0:03.666',-82.201,2.900,4.000,3.800,-0.200,0.500
'0:03.667',-81.101,2.500,2.700,3.200,0.200,0.500
'0:03.668',-79.201,3.000,2.700,2.900,1.000,0.500
'0:03.669',-77.501,4.000,3.800,3.000,1.900,0.500
'0:03.670',-77.101,5.200,5.100,3.500,2.600,0.500
'0:03.671',-78.701,5.900,6.000,4.200,2.900,0.500
'0:03.672',-81.901,5.800,6.100,4.800,3.100,0.500
'0:03.673',-85.301,5.200,5.800,5.100,3.400,0.500
'0:03.674',-87.301,4.500,5.300,5.100,3.600,0.500
'0:03.675',-86.801,4.200,5.100,4.800,3.600,0.500
'0:03.676',-84.101,4.300,5.200,4.100,3.200,0.500
'0:03.677',-80.901,4.900,5.400,3.200,2.500,0.500
'0:03.678',-78.901,5.500,5.500,2.200,2.000,0.500
'0:03.679',-79.301,5.700,5.500,1.500,2.000,0.500
'0:03.680',-81.701,5.600,5.600,1.300,2.800,0.500
'0:03.681',-84.801,5.300,5.900,1.600,4.100,0.500
'0:03.682',-86.901,5.200,6.400,2.600,5.400,0.500
'0:03.683',-87.001,5.400,7.100,3.700,6.100,0.500
'0:03.684',-85.301,6.100,7.800,4.700,6.000,0.500
'0:03.685',-82.801,7.000,8.400,5.300,5.300,0.500
'0:03.686',-80.701,7.600,8.700,5.400,4.600,0.500
'0:03.687',-79.801,7.900,8.900,4.900,4.300,0.500
'0:03.688',-80.301,7.700,8.900,4.300,4.600,0.500
'0:03.689',-81.801,7.500,8.700,3.800,5.300,0.500
'0:03.690',-83.601,7.500,8.200,3.800,6.000,0.500
'0:03.691',-85.201,7.900,7.600,4.300,6.700,0.500
'0:03.692',-86.301,8.700,7.200,5.400,7.200,0.500
'0:03.693',-86.601,9.600,7.200,6.700,7.800,0.500
'0:03.694',-85.901,10.200,8.000,7.900,8.600,0.500
'0:03.695',-84.101,10.500,9.400,8.600,9.600,0.500
'0:03.696',-81.901,10.500,11.000,8.900,10.600,0.500
'0:03.697',-80.001,10.400,12.300,8.600,11.300,0.500
'0:03.698',-79.401,10.500,12.700,8.100,11.500,0.500
'0:03.699',-80.701,10.500,12.200,7.500,11.100,0.500
'0:03.700',-83.501,10.400,11.100,6.800,10.100,0.500
'0:03.701',-86.701,10.100,9.900,6.000,8.700,0.500
'0:03.702',-88.901,9.300,9.100,5.200,7.300,0.500
'0:03.703',-89.501,8.400,8.800,4.300,6.200,0.500
'0:03.704',-88.301,7.500,8.800,3.600,5.500,0.500
'0:03.705',-86.401,6.700,8.900,3.100,5.200,0.500
'0:03.706',-84.901,6.200,8.900,3.000,5.000,0.500
'0:03.707',-84.601,5.900,8.800,3.200,4.800,0.500
'0:03.708',-85.501,5.800,9.000,3.500,4.300,0.500
'0:03.709',-87.001,5.600,9.400,3.800,3.600,0.500
'0:03.710',-88.201,5.400,10.200,4.000,3.000,0.500
'0:03.711',-88.701,5.100,11.000,4.100,2.700,0.500
'0:03.712',-88.401,4.800,11.400,4.100,3.000,0.500
'0:03.713',-87.701,4.400,11.200,4.000,3.800,0.500
'0:03.714',-86.801,4.200,10.600,4.000,4.700,0.500
'0:03.715',-86.001,4.200,9.800,4.100,5.500,0.500
'0:03.716',-85.701,4.500,9.300,4.400,5.800,0.500
'0:03.717',-85.901,4.900,9.200,4.800,5.700,0.500
'0:03.718',-86.901,5.100,9.300,5.200,5.300,0.500
'0:03.719',-88.301,4.900,9.400,5.300,5.100,0.500
'0:03.720',-89.701,4.100,9.200,5.000,5.100,0.500
'0:03.721',-90.201,3.000,8.800,4.300,5.500,0.500
'0:03.722',-89.701,1.900,8.600,3.800,6.000,0.500
'0:03.723',-88.201,1.300,9.000,3.700,6.500,0.500
'0:03.724',-86.801,1.400,10.100,4.200,7.000,0.500
'0:03.725',-86.301,2.100,11.800,5.100,7.400,0.500
'0:03.726',-87.101,2.900,13.500,5.800,7.800,0.500
'0:03.727',-88.701,3.400,14.500,6.000,8.200,0.500
'0:03.728',-89.901,3.200,14.400,5.600,8.600,0.500
'0:03.729',-89.701,2.400,13.100,4.900,8.800,0.500
'0:03.730',-88.101,1.100,11.100,4.300,8.900,0.500
'0:03.731',-86.001,0.000,9.100,4.100,8.900,0.500
'0:03.732',-84.601,-0.600,7.800,4.400,8.900,0.500
'0:03.733',-84.701,-0.700,7.500,4.900,9.000,0.500
'0:03.734',-86.101,-0.300,8.200,5.100,9.000,0.500
'0:03.735',-87.701,0.100,9.200,5.100,8.700,0.500
'0:03.736',-88.101,0.200,9.700,4.700,8.100,0.500
'0:03.737',-87.101,-0.100,9.300,4.200,7.200,0.500
'0:03.738',-85.101,-0.500,7.900,4.000,6.400,0.500
'0:03.739',-83.501,-0.800,5.800,3.900,6.300,0.500
'0:03.740',-83.201,-0.800,3.900,4.200,7.200,0.500
'0:03.741',-84.601,-0.500,2.700,4.600,9.000,0.500
'0:03.742',-87.001,-0.100,2.600,5.200,11.200,0.500
'0:03.743',-89.301,0.300,3.300,6.000,13.200,0.500
'0:03.744',-90.601,0.700,4.000,7.000,14.300,0.500
'0:03.745',-90.601,1.000,4.200,7.800,14.200,0.500
'0:03.746',-90.001,1.000,3.500,8.100,13.200,0.500
'0:03.747',-89.401,0.800,2.000,7.800,11.800,0.500
'0:03.748',-89.501,0.000,0.300,7.000,10.400,0.500
'0:03.749',-90.401,-1.300,-0.900,5.900,9.500,0.500
'0:03.750',-91.501,-2.900,-1.200,5.100,8.900,0.500
'0:03.751',-92.201,-4.200,-0.500,4.700,8.700,0.500
'0:03.752',-91.601,-5.100,1.000,4.700,8.500,0.500
'0:03.753',-89.601,-5.200,2.700,4.900,8.500,0.500
'0:03.754',-86.201,-4.900,4.200,4.900,8.500,0.500
'0:03.755',-82.401,-4.400,5.300,4.700,9.000,0.500
'0:03.756',-79.101,-4.200,5.800,4.500,9.700,0.500
'0:03.757',-77.301,-4.300,5.900,4.500,10.700,0.500
'0:03.758',-77.401,-4.800,5.900,4.700,11.700,0.500
'0:03.759',-79.301,-5.400,5.900,4.900,12.300,0.500
'0:03.760',-82.201,-5.900,5.900,5.000,12.500,0.500
'0:03.761',-84.801,-6.300,6.100,4.900,12.400,0.500
'0:03.762',-86.301,-6.300,6.400,4.900,12.400,0.500
'0:03.763',-86.401,-6.200,6.400,5.100,12.700,0.500
'0:03.764',-85.301,-6.100,6.100,5.700,13.100,0.500
'0:03.765',-83.901,-6.000,5.300,6.700,13.400,0.500
'0:03.766',-83.101,-6.100,4.100,7.600,13.400,0.500
'0:03.767',-83.501,-6.400,2.800,8.100,12.900,0.500
'0:03.768',-85.101,-6.500,2.000,8.100,12.300,0.500
'0:03.769',-87.001,-6.300,1.900,7.900,12.000,0.500
'0:03.770',-88.401,-5.700,2.600,7.800,12.300,0.500
'0:03.771',-88.201,-5.000,3.700,8.000,13.200,0.500
'0:03.772',-86.601,-4.600,4.300,8.300,14.100,0.500
'0:03.773',-84.401,-4.900,4.100,8.200,14.200,0.500
'0:03.774',-82.801,-6.100,3.000,7.400,13.300,0.500
'0:03.775',-82.701,-7.800,1.500,6.100,11.600,0.500
'0:03.776',-83.901,-9.500,0.300,4.600,9.700,0.500
'0:03.777',-85.401,-10.600,0.100,3.500,8.600,0.500
'0:03.778',-85.601,-10.700,0.800,3.500,8.600,0.500
'0:03.779',-84.001,-10.000,2.100,4.500,9.500,0.500
'0:03.780',-81.201,-9.000,3.400,6.100,10.800,0.500
'0:03.781',-78.601,-8.000,4.100,7.700,12.000,0.500
'0:03.782',-78.001,-7.400,4.300,8.600,12.600,0.500
'0:03.783',-79.901,-7.100,4.100,8.600,12.800,0.500
'0:03.784',-83.601,-7.100,4.100,7.800,13.000,0.500
'0:03.785',-87.701,-7.200,4.300,6.900,13.300,0.500
'0:03.786',-90.601,-7.500,4.600,6.400,13.900,0.500
'0:03.787',-91.501,-8.100,4.700,6.700,14.600,0.500
'0:03.788',-90.801,-8.800,4.300,7.500,15.300,0.500
'0:03.789',-89.101,-9.400,3.400,8.500,15.800,0.500
'0:03.790',-87.101,-9.800,2.200,9.000,16.200,0.500
'0:03.791',-85.401,-9.900,1.200,8.800,16.300,0.500
'0:03.792',-84.501,-9.700,0.500,7.800,16.300,0.500
'0:03.793',-84.801,-9.200,0.300,6.400,16.100,0.500
'0:03.794',-86.601,-8.800,0.500,5.200,15.900,0.500
'0:03.795',-89.701,-8.700,0.700,4.600,15.800,0.500
'0:03.796',-93.201,-8.900,0.800,4.600,15.900,0.500
'0:03.797',-95.601,-9.500,0.900,5.100,16.200,0.500
'0:03.798',-96.201,-10.400,1.000,5.800,16.500,0.500
'0:03.799',-95.001,-11.200,1.000,6.200,16.600,0.500
'0:03.800',-92.801,-12.000,1.100,6.300,16.200,0.500
'0:03.801',-91.001,-12.600,1.100,6.000,15.600,0.500
'0:03.802',-90.501,-13.100,1.200,5.400,15.000,0.500
'0:03.803',-91.301,-13.600,1.200,4.800,14.600,0.500
'0:03.804',-92.601,-14.000,1.300,4.300,14.600,0.500
'0:03.805',-93.601,-14.300,1.400,4.100,14.700,0.500
'0:03.806',-93.601,-14.400,1.400,4.400,14.800,0.500
'0:03.807',-92.901,-14.100,1.400,5.000,14.700,0.500
'0:03.808',-92.101,-13.500,1.600,5.700,14.500,0.500
'0:03.809',-91.801,-12.800,2.000,6.200,14.500,0.500
'0:03.810',-92.401,-12.200,2.600,6.400,15.100,0.500
'0:03.811',-93.801,-11.600,3.500,6.500,16.300,0.500
'0:03.812',-95.601,-11.100,4.400,6.700,17.600,0.500
'0:03.813',-97.401,-10.500,5.100,7.100,18.700,0.500
'0:03.814',-98.702,-10.000,5.500,7.600,18.900,0.500
'0:03.815',-99.102,-9.800,5.300,7.900,18.200,0.500
'0:03.816',-98.602,-10.200,4.500,7.600,16.600,0.500
'0:03.817',-97.601,-11.500,3.300,6.500,14.700,0.500
'0:03.818',-96.801,-13.400,1.800,4.900,13.100,0.500
'0:03.819',-96.901,-15.200,0.400,3.400,12.200,0.500
'0:03.820',-98.402,-16.500,-0.400,2.400,12.000,0.500
'0:03.821',-100.702,-16.700,-0.500,2.200,12.300,0.500
'0:03.822',-102.702,-16.100,0.300,2.600,12.600,0.500
'0:03.823',-103.002,-15.200,1.300,3.100,12.400,0.500
'0:03.824',-101.102,-14.500,2.200,3.200,11.700,0.500
'0:03.825',-97.801,-14.300,2.500,2.900,10.600,0.500
'0:03.826',-94.801,-14.600,2.200,2.300,9.500,0.500
'0:03.827',-94.001,-14.900,1.600,2.100,8.900,0.500
'0:03.828',-96.101,-14.700,1.300,2.500,9.000,0.500
'0:03.829',-100.002,-13.900,1.700,3.800,9.700,0.500
'0:03.830',-103.802,-12.700,2.700,5.300,10.500,0.500
'0:03.831',-105.602,-11.400,4.000,6.700,11.100,0.500
'0:03.832',-104.802,-10.400,5.100,7.400,11.400,0.500
'0:03.833',-102.402,-9.800,5.500,7.200,11.300,0.500
'0:03.834',-100.402,-9.500,5.000,6.400,11.100,0.500
'0:03.835',-100.002,-9.400,4.000,5.600,10.800,0.500
'0:03.836',-101.402,-9.300,3.100,5.100,10.400,0.500
'0:03.837',-103.302,-9.100,2.700,5.300,9.700,0.500
'0:03.838',-104.302,-8.700,3.100,5.800,8.800,0.500
'0:03.839',-103.602,-8.300,4.300,6.300,7.700,0.500
'0:03.840',-102.002,-7.700,5.600,6.500,6.600,0.500
'0:03.841',-100.502,-6.900,6.400,6.200,5.700,0.500
'0:03.842',-100.202,-5.900,6.500,5.700,5.200,0.500
'0:03.843',-101.002,-4.800,5.800,5.500,5.100,0.500
